"","Date","State","Index Type","Seasonally adjusted percentage","Non-seasonally adjusted percentage"
"1205",2023-05-20,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",119.5,127.9
"1206",2023-05-21,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",119.4,127.9
"1207",2023-05-22,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",119.2,127.8
"1208",2023-05-23,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",119.2,127.8
"1209",2023-05-24,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",119,127.8
"1210",2023-05-25,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.8,127.6
"1211",2023-05-26,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.8,127.6
"1212",2023-05-27,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.8,127.4
"1213",2023-05-28,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.7,127.2
"1214",2023-05-29,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.7,127.1
"1215",2023-05-30,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.7,126.9
"1216",2023-05-31,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.6,126.5
"1217",2023-06-01,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.5,126.2
"1218",2023-06-02,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.3,125.8
"1219",2023-06-03,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",118.2,125.4
"1220",2023-06-04,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",117.9,125
"1221",2023-06-05,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",117.7,124.7
"1222",2023-06-06,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",117.5,124.4
"1223",2023-06-07,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",117.3,124.2
"1224",2023-06-08,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",117.2,124.1
"1225",2023-06-09,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",117,124.1
"1226",2023-06-10,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116.8,124
"1227",2023-06-11,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116.7,123.9
"1228",2023-06-12,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116.6,123.9
"1229",2023-06-13,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116.5,123.8
"1230",2023-06-14,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116.4,123.8
"1231",2023-06-15,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116.2,123.6
"1232",2023-06-16,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116.1,123.5
"1233",2023-06-17,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116.1,123.5
"1234",2023-06-18,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116.1,123.4
"1235",2023-06-19,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",116,123.4
"1236",2023-06-20,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.9,123.3
"1237",2023-06-21,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.7,123.1
"1238",2023-06-22,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.6,123.1
"1239",2023-06-23,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.5,123
"1240",2023-06-24,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.5,122.9
"1241",2023-06-25,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.3,122.8
"1242",2023-06-26,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.2,122.7
"1243",2023-06-27,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115,122.6
"1244",2023-06-28,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115,122.5
"1245",2023-06-29,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.9,122.3
"1246",2023-06-30,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.8,122.2
"1247",2023-07-01,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.6,122
"1248",2023-07-02,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.5,121.7
"1249",2023-07-03,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.4,121.4
"1250",2023-07-04,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.4,121.1
"1251",2023-07-05,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.4,121
"1252",2023-07-06,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.3,120.6
"1253",2023-07-07,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.3,120.4
"1254",2023-07-08,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.4,120.3
"1255",2023-07-09,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.5,120.3
"1256",2023-07-10,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.5,120.3
"1257",2023-07-11,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.6,120.4
"1258",2023-07-12,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.7,120.5
"1259",2023-07-13,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.9,120.8
"1260",2023-07-14,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115,121
"1261",2023-07-15,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.1,121.1
"1262",2023-07-16,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.2,121.2
"1263",2023-07-17,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.2,121.3
"1264",2023-07-18,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.2,121.4
"1265",2023-07-19,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.2,121.4
"1266",2023-07-20,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.1,121.3
"1267",2023-07-21,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115,121.4
"1268",2023-07-22,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.9,121.3
"1269",2023-07-23,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.9,121.4
"1270",2023-07-24,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",114.9,121.4
"1271",2023-07-25,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115,121.6
"1272",2023-07-26,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.1,121.8
"1273",2023-07-27,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.3,122
"1274",2023-07-28,"Illinois","Indeed Job Postings Index, Feb 01 2020 = 100",115.4,122.1
